"ªÁøÎ¿œ¿⁄","»£º±∏Ì","ø™∏Ì","Ω¬¬˜√—Ω¬∞¥ºˆ","«œ¬˜√—Ω¬∞¥ºˆ","µÓ∑œ¿œ¿⁄"
"20221107","∞Ê√·º±","±Ë¿Ø¡§","371","401","20221110"
"20221107","∞Ê√·º±","≥≤√·√µ","2985","3519","20221110"
"20221107","∞Ê√·º±","¥Îº∫∏Æ","468","387","20221110"
"20221107","∞Ê√·º±","∏∂ºÆ","4477","4150","20221110"
"20221107","∞Ê√·º±","πÈæÁ∏Æ","76","58","20221110"
"20221107","∞Ê√·º±","∫∞≥ª","3501","3179","20221110"
"20221107","∞Ê√·º±","ªÁ∏™","2842","2563","20221110"
"20221107","∞Ê√·º±","ªÛ√µ","298","269","20221110"
"20221107","∞Ê√·º±","Ω≈≥ª","2504","2395","20221110"
"20221107","∞Ê√·º±","√µ∏∂ªÍ","1928","1694","20221110"
"20221107","∞Ê√·º±","√ª∆Ú","1843","1667","20221110"
"20221107","∞Ê√·º±","√·√µ","1845","1943","20221110"
"20221107","∞Ê√·º±","≈∞Ëø¯","4032","3574","20221110"
"20221107","∞Ê√·º±","∆Ú≥ª»£∆Ú","7255","6924","20221110"
"20221106","∞Ê√·º±","∞°∆Ú","3366","2486","20221109"
"20221106","∞Ê√·º±","∞•∏≈","1611","1451","20221109"
"20221106","∞Ê√·º±","∞≠√Ã","947","645","20221109"
"20221106","∞Ê√·º±","±º∫¿ªÍ","184","147","20221109"
"20221106","∞Ê√·º±","±›∞Ó","877","830","20221109"
"20221106","∞Ê√·º±","±Ë¿Ø¡§","582","581","20221109"
"20221106","∞Ê√·º±","≥≤√·√µ","2871","3566","20221109"
"20221106","∞Ê√·º±","¥Îº∫∏Æ","1985","510","20221109"
"20221106","∞Ê√·º±","∏∂ºÆ","2915","2683","20221109"
"20221106","∞Ê√·º±","πÈæÁ∏Æ","134","105","20221109"
"20221106","∞Ê√·º±","∫∞≥ª","1938","1828","20221109"
"20221106","∞Ê√·º±","ªÁ∏™","1568","1411","20221109"
"20221106","∞Ê√·º±","ªÛ√µ","715","465","20221109"
"20221106","∞Ê√·º±","Ω≈≥ª","1147","1178","20221109"
"20221106","∞Ê√·º±","√µ∏∂ªÍ","1189","1165","20221109"
"20221106","∞Ê√·º±","√ª∆Ú","2319","1613","20221109"
"20221106","∞Ê√·º±","√·√µ","2373","2077","20221109"
"20221106","∞Ê√·º±","≈∞Ëø¯","2258","2063","20221109"
"20221106","∞Ê√·º±","∆Ú≥ª»£∆Ú","3823","3564","20221109"
"20221105","∞Ê√·º±","∞°∆Ú","3663","4246","20221108"
"20221105","∞Ê√·º±","∞•∏≈","2198","1825","20221108"
"20221105","∞Ê√·º±","∞≠√Ã","809","970","20221108"
"20221105","∞Ê√·º±","±º∫¿ªÍ","224","201","20221108"
"20221105","∞Ê√·º±","±›∞Ó","1182","1059","20221108"
"20221105","∞Ê√·º±","±Ë¿Ø¡§","618","878","20221108"
"20221105","∞Ê√·º±","≥≤√·√µ","3253","3626","20221108"
"20221105","∞Ê√·º±","¥Îº∫∏Æ","1392","2315","20221108"
"20221105","∞Ê√·º±","∏∂ºÆ","3577","3455","20221108"
"20221105","∞Ê√·º±","πÈæÁ∏Æ","116","146","20221108"
"20221105","∞Ê√·º±","∫∞≥ª","2440","2282","20221108"
"20221105","∞Ê√·º±","ªÁ∏™","1798","1770","20221108"
"20221105","∞Ê√·º±","ªÛ√µ","568","575","20221108"
"20221105","∞Ê√·º±","Ω≈≥ª","1408","1352","20221108"
"20221105","∞Ê√·º±","√µ∏∂ªÍ","1418","1385","20221108"
"20221105","∞Ê√·º±","√ª∆Ú","2177","2363","20221108"
"20221105","∞Ê√·º±","√·√µ","2460","2014","20221108"
"20221105","∞Ê√·º±","≈∞Ëø¯","2774","2517","20221108"
"20221105","∞Ê√·º±","∆Ú≥ª»£∆Ú","5039","4795","20221108"
"20221104","∞Ê√·º±","∞°∆Ú","2349","2657","20221107"
"20221104","∞Ê√·º±","∞•∏≈","3353","2833","20221107"
"20221104","∞Ê√·º±","∞≠√Ã","545","608","20221107"
"20221104","∞Ê√·º±","±º∫¿ªÍ","130","146","20221107"
"20221104","∞Ê√·º±","±›∞Ó","1657","1597","20221107"
"20221104","∞Ê√·º±","±Ë¿Ø¡§","457","535","20221107"
"20221104","∞Ê√·º±","≥≤√·√µ","3775","3203","20221107"
"20221104","∞Ê√·º±","¥Îº∫∏Æ","578","1306","20221107"
"20221104","∞Ê√·º±","∏∂ºÆ","4450","4381","20221107"
"20221104","∞Ê√·º±","πÈæÁ∏Æ","64","82","20221107"
"20221104","∞Ê√·º±","∫∞≥ª","3566","3394","20221107"
"20221104","∞Ê√·º±","ªÁ∏™","2612","2625","20221107"
"20221104","∞Ê√·º±","ªÛ√µ","357","406","20221107"
"20221104","∞Ê√·º±","Ω≈≥ª","2586","2404","20221107"
"20221104","∞Ê√·º±","√µ∏∂ªÍ","1813","1689","20221107"
"20221104","∞Ê√·º±","√ª∆Ú","1765","2090","20221107"
"20221104","∞Ê√·º±","√·√µ","2333","1672","20221107"
"20221104","∞Ê√·º±","≈∞Ëø¯","3843","3615","20221107"
"20221104","∞Ê√·º±","∆Ú≥ª»£∆Ú","6953","7118","20221107"
"20221103","∞Ê√·º±","∞°∆Ú","2144","2207","20221106"
"20221103","∞Ê√·º±","∞•∏≈","3336","2841","20221106"
"20221103","∞Ê√·º±","∞≠√Ã","565","546","20221106"
"20221103","∞Ê√·º±","±º∫¿ªÍ","150","133","20221106"
"20221103","∞Ê√·º±","±›∞Ó","1734","1696","20221106"
"20221103","∞Ê√·º±","±Ë¿Ø¡§","428","469","20221106"
"20221103","∞Ê√·º±","≥≤√·√µ","3047","2664","20221106"
"20221103","∞Ê√·º±","¥Îº∫∏Æ","553","586","20221106"
"20221103","∞Ê√·º±","∏∂ºÆ","4750","4818","20221106"
"20221103","∞Ê√·º±","πÈæÁ∏Æ","100","90","20221106"
"20221103","∞Ê√·º±","∫∞≥ª","3528","3384","20221106"
"20221103","∞Ê√·º±","ªÁ∏™","2724","2631","20221106"
"20221103","∞Ê√·º±","ªÛ√µ","387","377","20221106"
"20221103","∞Ê√·º±","Ω≈≥ª","2578","2463","20221106"
"20221103","∞Ê√·º±","√µ∏∂ªÍ","1879","1764","20221106"
"20221103","∞Ê√·º±","√ª∆Ú","1885","1805","20221106"
"20221103","∞Ê√·º±","√·√µ","2264","1662","20221106"
"20221103","∞Ê√·º±","≈∞Ëø¯","3955","3616","20221106"
"20221103","∞Ê√·º±","∆Ú≥ª»£∆Ú","7206","7116","20221106"
"20221102","∞Ê√·º±","∞°∆Ú","2268","2322","20221105"
"20221102","∞Ê√·º±","∞•∏≈","3286","2886","20221105"
"20221102","∞Ê√·º±","∞≠√Ã","617","564","20221105"
"20221102","∞Ê√·º±","±º∫¿ªÍ","133","135","20221105"
"20221102","∞Ê√·º±","±›∞Ó","1731","1715","20221105"
"20221102","∞Ê√·º±","±Ë¿Ø¡§","409","490","20221105"
"20221102","∞Ê√·º±","≥≤√·√µ","3190","3274","20221105"
"20221102","∞Ê√·º±","¥Îº∫∏Æ","571","544","20221105"
"20221102","∞Ê√·º±","∏∂ºÆ","4517","4376","20221105"
"20221102","∞Ê√·º±","πÈæÁ∏Æ","92","86","20221105"
"20221102","∞Ê√·º±","∫∞≥ª","3561","3300","20221105"
"20221102","∞Ê√·º±","ªÁ∏™","2760","2605","20221105"
"20221102","∞Ê√·º±","ªÛ√µ","410","380","20221105"
"20221102","∞Ê√·º±","Ω≈≥ª","2610","2497","20221105"
"20221102","∞Ê√·º±","√µ∏∂ªÍ","1900","1772","20221105"
"20221102","∞Ê√·º±","√ª∆Ú","1873","1742","20221105"
"20221102","∞Ê√·º±","√·√µ","1893","1680","20221105"
"20221102","∞Ê√·º±","≈∞Ëø¯","4099","3684","20221105"
"20221102","∞Ê√·º±","∆Ú≥ª»£∆Ú","7226","7165","20221105"
"20221101","∞Ê√·º±","∞°∆Ú","2256","2170","20221104"
"20221101","∞Ê√·º±","∞•∏≈","3371","2890","20221104"
"20221101","∞Ê√·º±","∞≠√Ã","674","580","20221104"
"20221101","∞Ê√·º±","±º∫¿ªÍ","142","130","20221104"
"20221101","∞Ê√·º±","±›∞Ó","1688","1661","20221104"
"20221101","∞Ê√·º±","±Ë¿Ø¡§","363","414","20221104"
"20221101","∞Ê√·º±","≥≤√·√µ","2615","2781","20221104"
"20221101","∞Ê√·º±","¥Îº∫∏Æ","585","520","20221104"
"20221101","∞Ê√·º±","∏∂ºÆ","4509","4357","20221104"
"20221101","∞Ê√·º±","πÈæÁ∏Æ","79","81","20221104"
"20221101","∞Ê√·º±","∫∞≥ª","3475","3318","20221104"
"20221101","∞Ê√·º±","ªÁ∏™","2733","2635","20221104"
"20221101","∞Ê√·º±","ªÛ√µ","420","369","20221104"
"20221101","∞Ê√·º±","Ω≈≥ª","2627","2441","20221104"
"20221101","∞Ê√·º±","√µ∏∂ªÍ","1930","1815","20221104"
"20221101","∞Ê√·º±","√ª∆Ú","1864","1803","20221104"
"20221101","∞Ê√·º±","√·√µ","2154","1840","20221104"
"20221101","∞Ê√·º±","≈∞Ëø¯","4037","3628","20221104"
"20221101","∞Ê√·º±","∆Ú≥ª»£∆Ú","7172","7056","20221104"
"20221031","∞Ê√·º±","∞°∆Ú","2472","2251","20221103"
"20221031","∞Ê√·º±","∞•∏≈","3382","2942","20221103"
"20221031","∞Ê√·º±","∞≠√Ã","629","604","20221103"
"20221031","∞Ê√·º±","±º∫¿ªÍ","165","150","20221103"
"20221031","∞Ê√·º±","±›∞Ó","1798","1632","20221103"
"20221031","∞Ê√·º±","±Ë¿Ø¡§","432","458","20221103"
"20221031","∞Ê√·º±","≥≤√·√µ","2804","3425","20221103"
"20221031","∞Ê√·º±","¥Îº∫∏Æ","651","444","20221103"
"20221031","∞Ê√·º±","∏∂ºÆ","4585","4331","20221103"
"20221031","∞Ê√·º±","πÈæÁ∏Æ","106","96","20221103"
"20221031","∞Ê√·º±","∫∞≥ª","3611","3299","20221103"
"20221031","∞Ê√·º±","ªÁ∏™","2809","2584","20221103"
"20221031","∞Ê√·º±","ªÛ√µ","405","380","20221103"
"20221031","∞Ê√·º±","Ω≈≥ª","2498","2388","20221103"
"20221031","∞Ê√·º±","√µ∏∂ªÍ","1912","1719","20221103"
"20221031","∞Ê√·º±","√ª∆Ú","1918","1821","20221103"
"20221031","∞Ê√·º±","√·√µ","2107","2062","20221103"
"20221031","∞Ê√·º±","≈∞Ëø¯","4005","3562","20221103"
"20221031","∞Ê√·º±","∆Ú≥ª»£∆Ú","7196","6939","20221103"
"20221030","∞Ê√·º±","∞°∆Ú","4367","3686","20221102"
"20221030","∞Ê√·º±","∞•∏≈","1607","1418","20221102"
"20221030","∞Ê√·º±","∞≠√Ã","1085","784","20221102"
"20221030","∞Ê√·º±","±º∫¿ªÍ","268","224","20221102"
"20221030","∞Ê√·º±","±›∞Ó","1023","972","20221102"
"20221030","∞Ê√·º±","±Ë¿Ø¡§","721","724","20221102"
"20221030","∞Ê√·º±","≥≤√·√µ","3070","3865","20221102"
"20221030","∞Ê√·º±","¥Îº∫∏Æ","1945","687","20221102"
"20221030","∞Ê√·º±","∏∂ºÆ","3053","3033","20221102"
"20221030","∞Ê√·º±","πÈæÁ∏Æ","144","121","20221102"
"20221030","∞Ê√·º±","∫∞≥ª","2002","1813","20221102"
"20221030","∞Ê√·º±","ªÁ∏™","1633","1600","20221102"
"20221030","∞Ê√·º±","ªÛ√µ","780","588","20221102"
"20221030","∞Ê√·º±","Ω≈≥ª","1141","1182","20221102"
"20221030","∞Ê√·º±","√µ∏∂ªÍ","1275","1254","20221102"
"20221030","∞Ê√·º±","√ª∆Ú","2418","1732","20221102"
"20221030","∞Ê√·º±","√·√µ","2773","2334","20221102"
"20221030","∞Ê√·º±","≈∞Ëø¯","2341","2120","20221102"
"20221030","∞Ê√·º±","∆Ú≥ª»£∆Ú","3978","3813","20221102"
"20221029","∞Ê√·º±","∞°∆Ú","4737","4963","20221101"
"20221029","∞Ê√·º±","∞•∏≈","2231","1951","20221101"
"20221029","∞Ê√·º±","∞≠√Ã","1036","1108","20221101"
"20221029","∞Ê√·º±","±º∫¿ªÍ","243","243","20221101"
"20221029","∞Ê√·º±","±›∞Ó","1378","1261","20221101"
"20221029","∞Ê√·º±","±Ë¿Ø¡§","781","952","20221101"
"20221029","∞Ê√·º±","≥≤√·√µ","4018","4479","20221101"
"20221029","∞Ê√·º±","¥Îº∫∏Æ","1780","2140","20221101"
"20221029","∞Ê√·º±","∏∂ºÆ","4305","3981","20221101"
"20221029","∞Ê√·º±","πÈæÁ∏Æ","177","196","20221101"
"20221029","∞Ê√·º±","∫∞≥ª","2675","2520","20221101"
"20221029","∞Ê√·º±","ªÁ∏™","2150","2067","20221101"
"20221029","∞Ê√·º±","ªÛ√µ","722","625","20221101"
"20221029","∞Ê√·º±","Ω≈≥ª","1702","1534","20221101"
"20221029","∞Ê√·º±","√µ∏∂ªÍ","1651","1585","20221101"
"20221029","∞Ê√·º±","√ª∆Ú","2333","2550","20221101"
"20221029","∞Ê√·º±","√·√µ","3376","2900","20221101"
"20221029","∞Ê√·º±","≈∞Ëø¯","3170","2784","20221101"
"20221029","∞Ê√·º±","∆Ú≥ª»£∆Ú","5752","5434","20221101"
"20221028","∞Ê√·º±","∞°∆Ú","2897","3226","20221031"
"20221028","∞Ê√·º±","∞•∏≈","3389","2918","20221031"
"20221028","∞Ê√·º±","∞≠√Ã","743","971","20221031"
"20221028","∞Ê√·º±","±º∫¿ªÍ","156","158","20221031"
"20221028","∞Ê√·º±","±›∞Ó","1822","1771","20221031"
"20221028","∞Ê√·º±","±Ë¿Ø¡§","441","542","20221031"
"20221028","∞Ê√·º±","≥≤√·√µ","4138","3613","20221031"
"20221028","∞Ê√·º±","¥Îº∫∏Æ","724","1570","20221031"
"20221028","∞Ê√·º±","∏∂ºÆ","5139","5135","20221031"
"20221028","∞Ê√·º±","πÈæÁ∏Æ","105","130","20221031"
"20221028","∞Ê√·º±","∫∞≥ª","3691","3469","20221031"
"20221028","∞Ê√·º±","ªÁ∏™","2905","2797","20221031"
"20221028","∞Ê√·º±","ªÛ√µ","441","437","20221031"
"20221028","∞Ê√·º±","Ω≈≥ª","2578","2489","20221031"
"20221028","∞Ê√·º±","√µ∏∂ªÍ","1901","1736","20221031"
"20221028","∞Ê√·º±","√ª∆Ú","2078","2291","20221031"
"20221028","∞Ê√·º±","√·√µ","2969","1974","20221031"
"20221028","∞Ê√·º±","≈∞Ëø¯","4173","3780","20221031"
"20221028","∞Ê√·º±","∆Ú≥ª»£∆Ú","7369","7398","20221031"
"20221027","∞Ê√·º±","∞°∆Ú","2717","2708","20221030"
"20221027","∞Ê√·º±","∞•∏≈","3470","2929","20221030"
"20221027","∞Ê√·º±","∞≠√Ã","690","616","20221030"
"20221027","∞Ê√·º±","±º∫¿ªÍ","141","145","20221030"
"20221027","∞Ê√·º±","±›∞Ó","1728","1761","20221030"
"20221027","∞Ê√·º±","±Ë¿Ø¡§","476","530","20221030"
"20221027","∞Ê√·º±","≥≤√·√µ","4045","3692","20221030"
"20221027","∞Ê√·º±","¥Îº∫∏Æ","724","624","20221030"
"20221027","∞Ê√·º±","∏∂ºÆ","4760","4613","20221030"
"20221027","∞Ê√·º±","πÈæÁ∏Æ","95","82","20221030"
"20221027","∞Ê√·º±","∫∞≥ª","3639","3545","20221030"
"20221027","∞Ê√·º±","ªÁ∏™","2865","2795","20221030"
"20221027","∞Ê√·º±","ªÛ√µ","399","371","20221030"
"20221027","∞Ê√·º±","Ω≈≥ª","2553","2427","20221030"
"20221027","∞Ê√·º±","√µ∏∂ªÍ","1899","1734","20221030"
"20221027","∞Ê√·º±","√ª∆Ú","1967","1937","20221030"
"20221027","∞Ê√·º±","√·√µ","2585","2013","20221030"
"20221027","∞Ê√·º±","≈∞Ëø¯","4084","3779","20221030"
"20221027","∞Ê√·º±","∆Ú≥ª»£∆Ú","7340","7292","20221030"
"20221026","∞Ê√·º±","∞°∆Ú","2399","2411","20221029"
"20221026","∞Ê√·º±","∞•∏≈","3414","2905","20221029"
"20221026","∞Ê√·º±","∞≠√Ã","660","607","20221029"
"20221026","∞Ê√·º±","±º∫¿ªÍ","173","164","20221029"
"20221026","∞Ê√·º±","±›∞Ó","1729","1761","20221029"
"20221026","∞Ê√·º±","±Ë¿Ø¡§","428","464","20221029"
"20221026","∞Ê√·º±","≥≤√·√µ","2689","2793","20221029"
"20221026","∞Ê√·º±","¥Îº∫∏Æ","578","586","20221029"
"20221026","∞Ê√·º±","∏∂ºÆ","4676","4465","20221029"
"20221026","∞Ê√·º±","πÈæÁ∏Æ","118","125","20221029"
"20221026","∞Ê√·º±","∫∞≥ª","3487","3305","20221029"
"20221026","∞Ê√·º±","ªÁ∏™","2786","2739","20221029"
"20221026","∞Ê√·º±","ªÛ√µ","435","407","20221029"
"20221026","∞Ê√·º±","Ω≈≥ª","2517","2423","20221029"
"20221026","∞Ê√·º±","√µ∏∂ªÍ","1875","1727","20221029"
"20221026","∞Ê√·º±","√ª∆Ú","1738","1655","20221029"
"20221026","∞Ê√·º±","√·√µ","2122","1827","20221029"
"20221026","∞Ê√·º±","≈∞Ëø¯","4138","3653","20221029"
"20221026","∞Ê√·º±","∆Ú≥ª»£∆Ú","7233","7059","20221029"
"20221025","∞Ê√·º±","∞°∆Ú","2400","2303","20221028"
"20221025","∞Ê√·º±","∞•∏≈","3419","2971","20221028"
"20221025","∞Ê√·º±","∞≠√Ã","737","622","20221028"
"20221025","∞Ê√·º±","±º∫¿ªÍ","144","149","20221028"
"20221025","∞Ê√·º±","±›∞Ó","1744","1681","20221028"
"20221025","∞Ê√·º±","±Ë¿Ø¡§","436","476","20221028"
"20221025","∞Ê√·º±","≥≤√·√µ","2763","2910","20221028"
"20221025","∞Ê√·º±","¥Îº∫∏Æ","535","493","20221028"
"20221025","∞Ê√·º±","∏∂ºÆ","4651","4539","20221028"
"20221025","∞Ê√·º±","πÈæÁ∏Æ","120","106","20221028"
"20221025","∞Ê√·º±","∫∞≥ª","3670","3413","20221028"
"20221025","∞Ê√·º±","ªÁ∏™","2886","2723","20221028"
"20221025","∞Ê√·º±","ªÛ√µ","407","386","20221028"
"20221025","∞Ê√·º±","Ω≈≥ª","2593","2459","20221028"
"20221025","∞Ê√·º±","√µ∏∂ªÍ","1932","1783","20221028"
"20221025","∞Ê√·º±","√ª∆Ú","1852","1707","20221028"
"20221025","∞Ê√·º±","√·√µ","2237","1896","20221028"
"20221025","∞Ê√·º±","≈∞Ëø¯","4068","3642","20221028"
"20221025","∞Ê√·º±","∆Ú≥ª»£∆Ú","7336","7269","20221028"
"20221024","∞Ê√·º±","∞°∆Ú","2548","2471","20221027"
"20221024","∞Ê√·º±","∞•∏≈","3420","2922","20221027"
"20221024","∞Ê√·º±","∞≠√Ã","710","609","20221027"
"20221024","∞Ê√·º±","±º∫¿ªÍ","153","128","20221027"
"20221024","∞Ê√·º±","±›∞Ó","1741","1668","20221027"
"20221024","∞Ê√·º±","±Ë¿Ø¡§","388","425","20221027"
"20221024","∞Ê√·º±","≥≤√·√µ","2701","3132","20221027"
"20221024","∞Ê√·º±","¥Îº∫∏Æ","520","432","20221027"
"20221024","∞Ê√·º±","∏∂ºÆ","4622","4359","20221027"
"20221024","∞Ê√·º±","πÈæÁ∏Æ","119","111","20221027"
"20221024","∞Ê√·º±","∫∞≥ª","3509","3348","20221027"
"20221024","∞Ê√·º±","ªÁ∏™","2883","2578","20221027"
"20221024","∞Ê√·º±","ªÛ√µ","403","371","20221027"
"20221024","∞Ê√·º±","Ω≈≥ª","2542","2434","20221027"
"20221024","∞Ê√·º±","√µ∏∂ªÍ","1915","1751","20221027"
"20221024","∞Ê√·º±","√ª∆Ú","1927","1762","20221027"
"20221024","∞Ê√·º±","√·√µ","1987","2128","20221027"
"20221024","∞Ê√·º±","≈∞Ëø¯","4037","3541","20221027"
"20221024","∞Ê√·º±","∆Ú≥ª»£∆Ú","7438","7014","20221027"
"20221023","∞Ê√·º±","∞°∆Ú","3987","3124","20221026"
"20221023","∞Ê√·º±","∞•∏≈","1788","1541","20221026"
"20221023","∞Ê√·º±","∞≠√Ã","1061","774","20221026"
"20221023","∞Ê√·º±","±º∫¿ªÍ","261","193","20221026"
"20221023","∞Ê√·º±","±›∞Ó","1090","984","20221026"
"20221023","∞Ê√·º±","±Ë¿Ø¡§","657","752","20221026"
"20221023","∞Ê√·º±","≥≤√·√µ","3746","3874","20221026"
"20221023","∞Ê√·º±","¥Îº∫∏Æ","1192","599","20221026"
"20221023","∞Ê√·º±","∏∂ºÆ","3643","3557","20221026"
"20221023","∞Ê√·º±","πÈæÁ∏Æ","168","172","20221026"
"20221023","∞Ê√·º±","∫∞≥ª","1972","1873","20221026"
"20221023","∞Ê√·º±","ªÁ∏™","1691","1616","20221026"
"20221023","∞Ê√·º±","ªÛ√µ","652","518","20221026"
"20221023","∞Ê√·º±","Ω≈≥ª","1224","1249","20221026"
"20221023","∞Ê√·º±","√µ∏∂ªÍ","1324","1229","20221026"
"20221023","∞Ê√·º±","√ª∆Ú","2185","1734","20221026"
"20221023","∞Ê√·º±","√·√µ","3650","3152","20221026"
"20221023","∞Ê√·º±","≈∞Ëø¯","2603","2311","20221026"
"20221023","∞Ê√·º±","∆Ú≥ª»£∆Ú","4221","4055","20221026"
"20221022","∞Ê√·º±","∞°∆Ú","3796","4248","20221025"
"20221022","∞Ê√·º±","∞•∏≈","2349","1956","20221025"
"20221022","∞Ê√·º±","∞≠√Ã","914","1030","20221025"
"20221022","∞Ê√·º±","±º∫¿ªÍ","251","262","20221025"
"20221022","∞Ê√·º±","±›∞Ó","1358","1330","20221025"
"20221022","∞Ê√·º±","±Ë¿Ø¡§","823","1037","20221025"
"20221022","∞Ê√·º±","≥≤√·√µ","4286","4913","20221025"
"20221022","∞Ê√·º±","¥Îº∫∏Æ","768","1063","20221025"
"20221022","∞Ê√·º±","∏∂ºÆ","4126","3851","20221025"
"20221022","∞Ê√·º±","πÈæÁ∏Æ","143","142","20221025"
"20221022","∞Ê√·º±","∫∞≥ª","2623","2471","20221025"
"20221022","∞Ê√·º±","ªÁ∏™","2065","2009","20221025"
"20221022","∞Ê√·º±","ªÛ√µ","601","520","20221025"
"20221022","∞Ê√·º±","Ω≈≥ª","1585","1506","20221025"
"20221022","∞Ê√·º±","√µ∏∂ªÍ","1589","1621","20221025"
"20221022","∞Ê√·º±","√ª∆Ú","2327","2345","20221025"
"20221022","∞Ê√·º±","√·√µ","3046","2680","20221025"
"20221022","∞Ê√·º±","≈∞Ëø¯","3052","2730","20221025"
"20221022","∞Ê√·º±","∆Ú≥ª»£∆Ú","5758","5446","20221025"
"20221021","∞Ê√·º±","∞°∆Ú","2514","2607","20221024"
"20221021","∞Ê√·º±","∞•∏≈","3406","2977","20221024"
"20221021","∞Ê√·º±","∞≠√Ã","556","610","20221024"
"20221021","∞Ê√·º±","±º∫¿ªÍ","178","180","20221024"
"20221021","∞Ê√·º±","±›∞Ó","1731","1706","20221024"
"20221021","∞Ê√·º±","±Ë¿Ø¡§","456","569","20221024"
"20221021","∞Ê√·º±","≥≤√·√µ","3467","3279","20221024"
"20221021","∞Ê√·º±","¥Îº∫∏Æ","623","784","20221024"
"20221021","∞Ê√·º±","∏∂ºÆ","4616","4554","20221024"
"20221021","∞Ê√·º±","πÈæÁ∏Æ","138","121","20221024"
"20221021","∞Ê√·º±","∫∞≥ª","3695","3401","20221024"
"20221021","∞Ê√·º±","ªÁ∏™","2760","2752","20221024"
"20221021","∞Ê√·º±","ªÛ√µ","361","373","20221024"
"20221021","∞Ê√·º±","Ω≈≥ª","2684","2528","20221024"
"20221021","∞Ê√·º±","√µ∏∂ªÍ","1888","1712","20221024"
"20221021","∞Ê√·º±","√ª∆Ú","1972","2248","20221024"
"20221021","∞Ê√·º±","√·√µ","2410","1737","20221024"
"20221021","∞Ê√·º±","≈∞Ëø¯","4141","3797","20221024"
"20221021","∞Ê√·º±","∆Ú≥ª»£∆Ú","7168","7331","20221024"
"20221020","∞Ê√·º±","∞°∆Ú","2307","2254","20221023"
"20221020","∞Ê√·º±","∞•∏≈","3406","2899","20221023"
"20221020","∞Ê√·º±","∞≠√Ã","647","569","20221023"
"20221020","∞Ê√·º±","±º∫¿ªÍ","155","156","20221023"
"20221020","∞Ê√·º±","±›∞Ó","1882","1810","20221023"
"20221020","∞Ê√·º±","±Ë¿Ø¡§","447","561","20221023"
"20221020","∞Ê√·º±","≥≤√·√µ","3094","2926","20221023"
"20221020","∞Ê√·º±","¥Îº∫∏Æ","668","554","20221023"
"20221020","∞Ê√·º±","∏∂ºÆ","4622","4381","20221023"
"20221020","∞Ê√·º±","πÈæÁ∏Æ","177","170","20221023"
"20221020","∞Ê√·º±","∫∞≥ª","3484","3429","20221023"
"20221020","∞Ê√·º±","ªÁ∏™","2730","2652","20221023"
"20221020","∞Ê√·º±","ªÛ√µ","376","364","20221023"
"20221020","∞Ê√·º±","Ω≈≥ª","2541","2406","20221023"
"20221020","∞Ê√·º±","√µ∏∂ªÍ","1823","1686","20221023"
"20221020","∞Ê√·º±","√ª∆Ú","1855","1898","20221023"
"20221020","∞Ê√·º±","√·√µ","2182","1594","20221023"
"20221020","∞Ê√·º±","≈∞Ëø¯","3972","3686","20221023"
"20221020","∞Ê√·º±","∆Ú≥ª»£∆Ú","7311","7256","20221023"
"20221019","∞Ê√·º±","∞°∆Ú","2230","2088","20221022"
"20221019","∞Ê√·º±","∞•∏≈","3405","2927","20221022"
"20221019","∞Ê√·º±","∞≠√Ã","630","554","20221022"
"20221019","∞Ê√·º±","±º∫¿ªÍ","113","106","20221022"
"20221019","∞Ê√·º±","±›∞Ó","1778","1654","20221022"
"20221019","∞Ê√·º±","±Ë¿Ø¡§","453","529","20221022"
"20221019","∞Ê√·º±","≥≤√·√µ","2626","2726","20221022"
"20221019","∞Ê√·º±","¥Îº∫∏Æ","522","576","20221022"
"20221019","∞Ê√·º±","∏∂ºÆ","4582","4495","20221022"
"20221019","∞Ê√·º±","πÈæÁ∏Æ","131","109","20221022"
"20221019","∞Ê√·º±","∫∞≥ª","3515","3340","20221022"
"20221019","∞Ê√·º±","ªÁ∏™","2837","2707","20221022"
"20221019","∞Ê√·º±","ªÛ√µ","368","358","20221022"
"20221019","∞Ê√·º±","Ω≈≥ª","2612","2433","20221022"
"20221019","∞Ê√·º±","√µ∏∂ªÍ","1882","1699","20221022"
"20221019","∞Ê√·º±","√ª∆Ú","1807","1683","20221022"
"20221019","∞Ê√·º±","√·√µ","1969","1597","20221022"
"20221019","∞Ê√·º±","≈∞Ëø¯","3927","3624","20221022"
"20221019","∞Ê√·º±","∆Ú≥ª»£∆Ú","7200","6993","20221022"
